gcc_country,dest_country,cmdCode,commodity,opportunity_score,opportunity_rationale,demand_4y_total,demand_yr1,penetration_pct,pen_opportunity,viability_score,grade,ml_growth_prob,uv_mean,uv_cagr,mfn_tariff_rate,lpi_score,dist_km,weighted_dist_km,landing_cost_n,reexport_filter_method
Oman,United Arab Emirates,4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",0.559673010389227,"low GCC penetration (high entry room) | rising prices (+10%/yr) | stable market (A grade) | proximity advantage (1.0x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",215559586.10891026,51040768.69052596,5.07,1.0,0.8436250000000002,A,0.37060824036598206,0.5899791463217556,10.07,4.801974286720676,4.0,438.48270370145906,438.48270370145906,0.9390259118568972,filtered
Qatar,United Arab Emirates,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",0.5593940952204554,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.0x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",336258909.88973004,83838964.28550898,7.01,1.0,0.8436250000000002,A,0.3838687042395274,1.592181650821293,-4.23,4.801974286720676,4.0,303.6592641976991,303.6592641976991,0.9381099361564909,filtered
Bahrain,United Arab Emirates,8416,"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical grates, mechanical ash dischargers and similar appliances",0.5593224633385823,"low GCC penetration (high entry room) | rising prices (+16%/yr) | stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",53353454.741348505,13773358.562728673,7.9,1.0,0.8436250000000002,A,0.3706299265225728,39.00348292703514,16.47,4.801974286720676,4.0,426.25749275648013,532.8218659456002,0.9354330558934079,filtered
Qatar,United Arab Emirates,1515,"Fixed vegetable or microbial fats and oils n.e.c. in chapter 15 (including jojoba oil) and their fractions, whether or not refined, but not chemically modified",0.5593125166954684,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.0x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",127746749.81484975,35110484.80308826,7.01,1.0,0.8436250000000002,A,0.3838687042395274,1.592181650821293,-4.23,4.801974286720676,4.0,303.6592641976991,303.6592641976991,0.9381099361564909,filtered
Bahrain,United Arab Emirates,8417,"Furnaces and ovens; industrial or laboratory, including incinerators, non-electric",0.5579954846863262,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",50243543.67063595,13539422.441437665,4.29,1.0,0.8436250000000002,A,0.3773572047551473,4.967608792923784,-12.97,4.801974286720676,4.0,426.25749275648013,532.8218659456002,0.9354330558934079,filtered
Kuwait,United Arab Emirates,2818,Aluminium oxide (including artificial corundum); aluminium hydroxide,0.556370313225865,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.0x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",34467775.7268393,8298013.924367614,5.31,1.0,0.8436250000000002,A,0.35823436578114826,0.658514018759539,5.87,4.801974286720676,4.0,834.9841841789903,834.9841841789903,0.9342123654024798,filtered
United Arab Emirates,Switzerland,9103,"Clocks; with watch movements, excluding clocks of heading no. 9104",0.5558790096229036,"low GCC penetration (high entry room) | rising prices (+25%/yr) | premium unit value ($112/kg) | stable market (A grade) | low landing cost (tariff 4.8%, LPI 4.1)",12564488.853235694,4213712.533975322,9.24,1.0,0.7815,A,0.5829540689786276,111.78304654795602,24.85,4.801974286720676,4.1,4826.211649352584,4826.211649352584,0.9069201132995145,filtered
Kuwait,United Arab Emirates,6202,"Coats; women's or girls' overcoats, carcoats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading no. 6204 (not knitted or crocheted)",0.5557379841659649,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",304743205.4624674,74204844.41640036,3.11,1.0,0.8436250000000002,A,0.35708882411321,20.828382259684716,3.65,4.801974286720676,4.0,834.9841841789903,1043.7302302237379,0.9317376155125258,filtered
Bahrain,United Arab Emirates,2620,"Slag, ash and residues; (not from the manufacture of iron or steel) containing metals, arsenic or their compounds",0.5556736240254377,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",103146143.56547815,24525012.411245983,4.12,1.0,0.8436250000000002,A,0.3450426558653514,1.0541800337466696,7.22,4.801974286720676,4.0,426.25749275648013,298.38024492953605,0.9381646029200332,filtered
Kuwait,United Arab Emirates,6202,"Coats; women's or girls' overcoats, carcoats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, other than those of heading no. 6204 (not knitted or crocheted)",0.5556722260380369,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",136667485.78724608,33967345.91092256,3.11,1.0,0.8436250000000002,A,0.35708882411321,20.828382259684716,3.65,4.801974286720676,4.0,834.9841841789903,1043.7302302237379,0.9317376155125258,filtered
Qatar,United Arab Emirates,8425,Pulley tackle and hoists other than skip hoists; winches and capstans; jacks,0.553506852276747,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",191232053.63771117,50945650.312932655,5.07,1.0,0.8436250000000002,A,0.3314835826555888,5.248499455541847,0.74,4.801974286720676,4.0,303.6592641976991,379.57408024712385,0.9372279461575419,filtered
Kuwait,United Arab Emirates,8711,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, with or without side-cars; side-cars",0.5534930435216702,"low GCC penetration (high entry room) | rising prices (+10%/yr) | stable market (A grade) | proximity advantage (1.0x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",308798335.5220037,78361652.07251546,3.65,1.0,0.8436250000000002,A,0.3271197974681854,14.702804164306125,9.85,4.801974286720676,4.0,834.9841841789903,834.9841841789903,0.9342123654024798,filtered
Kuwait,United Arab Emirates,8405,"Generators for producer or water gas with or without their purifiers acetylene gas generators and similar water process gas generators, with or without their purifiers",0.5527813761743763,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",50849752.925980546,13522807.559136933,3.49,1.0,0.8436250000000002,A,0.33574654658635456,15.208260333441523,-16.35,4.801974286720676,4.0,834.9841841789903,1043.7302302237379,0.9317376155125258,filtered
Qatar,United Arab Emirates,2004,"Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading no. 2006",0.5515625677473581,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.0x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",78134397.58428067,17631233.405036706,7.31,1.0,0.8436250000000002,A,0.3105836908022563,1.7044667232439483,2.41,4.801974286720676,4.0,303.6592641976991,303.6592641976991,0.9381099361564909,filtered
Qatar,Belgium,9002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts or fittings for instruments or apparatus, other than such elements of glass not optically worked",0.551076188950437,"low GCC penetration (high entry room) | rising prices (+10%/yr) | premium unit value ($86/kg) | stable market (A grade) | low landing cost (tariff 1.1%, LPI 4.0)",101764733.23794475,29667067.792816795,3.5,1.0,0.809875,A,0.4654826323191325,85.8327753355439,10.24,1.1381118881118881,4.0,4896.004109286467,6120.005136608083,0.8714184372903508,filtered
Bahrain,United Arab Emirates,5901,"Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation",0.5504895401930268,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.0x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",18432501.180187352,4829107.519586104,6.53,1.0,0.8436250000000002,A,0.3039913773536682,6.402065283914548,4.6,4.801974286720676,4.0,426.25749275648013,426.25749275648013,0.9366746681782375,filtered
United Arab Emirates,Netherlands,2621,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) and ash and residues from the incineration of municipal waste,0.5454709755281348,"low GCC penetration (high entry room) | stable market (A grade) | low landing cost (tariff 0.0%, LPI 4.1)",42383443.7340229,12322288.602443956,4.13,1.0,0.8365000000000001,A,0.3773572047551473,0.0,-2.64,0.0,4.1,5165.972240441114,3616.1805683087796,0.9219873343212459,filtered
United Arab Emirates,Spain,4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",0.5408925561869004,"low GCC penetration (high entry room) | low landing cost (tariff 1.9%, LPI 3.9)",18955229.976240166,5377573.346768828,9.98,1.0,0.7492500000000001,B,0.6384991606076559,4.3847525020363385,-13.93,1.9171875,3.9,5629.388804707502,5629.388804707502,0.8594946906570943,filtered
United Arab Emirates,India,2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",0.5380411579474826,"low GCC penetration (high entry room) | rising prices (+13%/yr) | stable market (A grade) | proximity advantage (1.0x sensitivity) | low landing cost (tariff 15.2%, LPI 3.4)",179897636.46179762,37543705.35852144,7.87,1.0,0.7627499999999999,A,0.6382038791974386,1.2253983600222784,12.95,15.217391304347826,3.4,2310.7043438201677,2310.7043438201677,0.7972120140439386,filtered
Kuwait,Spain,2942,Organic compounds; n.e.c. in chapter 29,0.537850944253593,"low GCC penetration (high entry room) | premium unit value ($60/kg) | low landing cost (tariff 4.5%, LPI 3.9)",10589404.491099421,2977305.9837582516,4.66,1.0,0.7492500000000001,B,0.5583779215812683,60.46395701531281,-17.96,4.501151960784314,3.9,4804.892974015888,4804.892974015888,0.8677759628386337,filtered
Qatar,Belgium,9007,"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus",0.5371950500669198,"low GCC penetration (high entry room) | stable market (A grade) | low landing cost (tariff 1.1%, LPI 4.0)",23949533.745659024,6655422.122912759,3.41,1.0,0.809875,A,0.3683888018131256,42.496946825168635,-24.27,1.1381118881118881,4.0,4896.004109286467,6120.005136608083,0.8714184372903508,filtered
Qatar,France,9702,"Engravings, prints and lithographs; original",0.5368181820220835,"low GCC penetration (high entry room) | rising prices (+26%/yr) | premium unit value ($770/kg) | stable market (A grade) | low landing cost (tariff 0.0%, LPI 3.9)",87950921.42446622,22488907.91594041,22.27,0.94325,0.7532500000000001,A,0.5393567879994711,770.248671815043,25.7,0.0,3.9,4977.248468681784,4977.248468681784,0.8655252210921074,filtered
Kuwait,India,7605,Aluminium wire,0.536215416341264,"low GCC penetration (high entry room) | rising prices (+10%/yr) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 8.8%, LPI 3.4)",438074932.2859619,108545788.36423014,11.12,1.0,0.7627499999999999,A,0.5806254347165426,3.4836650756475303,9.5,8.821428571428571,3.4,2835.8211057413473,1985.074774018943,0.8029415460124367,filtered
Bahrain,Belgium,8802,"Aircraft n.e.c. in heading no. 8801, except unmanned aircraft of heading 8806, (e.g. helicopters, aeroplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles",0.5361585763486678,"low GCC penetration (high entry room) | premium unit value ($261/kg) | stable market (A grade) | low landing cost (tariff 4.3%, LPI 4.0)",1607812353.87816,214013543.7724511,5.79,1.0,0.809875,A,0.33607425292332965,260.7099678635488,-5.64,4.294615384615384,4.0,4757.178028156556,4757.178028156556,0.8863362342491627,filtered
Kuwait,United Arab Emirates,6201,"Overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, men's or boys', other than those of heading no. 6203 (not knitted or crocheted)",0.5360834021022383,"low GCC penetration (high entry room) | rising prices (+18%/yr) | stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",256464250.42143348,62047108.58150037,2.9,0.9299999999999999,0.8436250000000002,A,0.3450426558653514,29.2049377666769,17.52,4.801974286720676,4.0,834.9841841789903,1043.7302302237379,0.9317376155125258,filtered
United Arab Emirates,China,2610,Chromium ores and concentrates,0.5360592265013071,"low GCC penetration (high entry room) | rising prices (+36%/yr) | stable market (A grade) | low landing cost (tariff 1.4%, LPI 3.7)",11245700.684363972,2489053.2135574818,15.91,1.0,0.78525,A,0.5,0.47413039840665755,36.03,1.445945945945946,3.7,5960.834802184846,4172.584361529392,0.8374650764521844,filtered
Bahrain,Belgium,8802,"Aircraft n.e.c. in heading no. 8801 (e.g. helicopters, aeroplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles",0.5356271089190792,"low GCC penetration (high entry room) | premium unit value ($261/kg) | stable market (A grade) | low landing cost (tariff 4.3%, LPI 4.0)",249398215.32192397,70368553.3670773,5.79,1.0,0.809875,A,0.33607425292332965,260.7099678635488,-5.64,4.294615384615384,4.0,4757.178028156556,4757.178028156556,0.8863362342491627,filtered
Bahrain,United Kingdom,2523,"Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",0.5341384247350427,"low GCC penetration (high entry room) | stable market (A grade) | low landing cost (tariff 0.0%, LPI 3.7)",155299962.5106186,38233590.74775241,4.28,1.0,0.76975,A,0.5,0.10291185273918853,-9.04,0.0,3.7,5080.4080606749285,3556.2856424724496,0.8430306799938274,filtered
United Arab Emirates,India,2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,0.5330809912806279,"low GCC penetration (high entry room) | rising prices (+28%/yr) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 7.7%, LPI 3.4)",67306370.29699992,15237347.266034596,4.37,1.0,0.7627499999999999,A,0.5759007334709167,1.7489726654417361,28.15,7.705223880597015,3.4,2310.7043438201677,1617.4930406741173,0.8069921990308494,filtered
Kuwait,India,4706,Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material,0.532779111916194,"low GCC penetration (high entry room) | rising prices (+68%/yr) | stable market (A grade) | proximity advantage (1.0x sensitivity) | low landing cost (tariff 4.5%, LPI 3.4)",84618879.61940256,17809498.40523398,13.98,1.0,0.7627499999999999,A,0.5,1.6991788622114534,67.5,4.523809523809524,3.4,2835.8211057413473,2835.8211057413473,0.7938922407877644,filtered
Kuwait,India,7206,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading no. 7203),0.5308247732799848,"low GCC penetration (high entry room) | rising prices (+32%/yr) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 6.8%, LPI 3.4)",23041717.89956925,6397450.253043358,11.73,1.0,0.7627499999999999,A,0.5089736580848694,1.2540788872285118,31.94,6.796407185628743,3.4,2835.8211057413473,1985.074774018943,0.803429968838015,filtered
Qatar,China,7903,"Zinc; dust, powders and flakes",0.5301910629057643,"low GCC penetration (high entry room) | rising prices (+9%/yr) | stable market (A grade) | low landing cost (tariff 4.5%, LPI 3.7)",11961117.774517491,2890698.626153721,3.13,1.0,0.78525,A,0.41363729039827984,3.0928362245556134,9.28,4.5,3.7,6159.113078752698,4311.379155126889,0.8332871316417548,filtered
Qatar,United Kingdom,7315,"Chain and parts thereof, of iron or steel",0.5278000761308375,"low GCC penetration (high entry room) | stable market (A grade) | low landing cost (tariff 0.3%, LPI 3.7)",156047670.25292343,40665315.686095886,5.5,1.0,0.76975,A,0.443084051211675,3.947936511746357,-4.91,0.2879032258064516,3.7,5219.223019261589,3653.456113483112,0.8419469147344831,filtered
Kuwait,Sweden,7507,"Nickel; tubes, pipes and tube or pipe fittings (e.g. couplings, elbows, sleeves)",0.5275038968611625,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 0.7%, LPI 4.0)",171320218.65219897,47166702.71029299,2.86,0.9019999999999999,0.7691250000000001,A,0.5999850233395895,13.45201767907489,-19.36,0.6823529411764706,4.0,4027.234370940459,2819.064059658321,0.9116841033627594,filtered
Kuwait,India,2619,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",0.527102933634223,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 3.4%, LPI 3.4)",30967433.989408858,6670843.082367046,7.28,1.0,0.7627499999999999,A,0.5096634229024252,0.09810547825546256,-2.52,3.3783783783783785,3.4,2835.8211057413473,1985.074774018943,0.8042543765700281,filtered
Bahrain,Saudi Arabia,8506,Cells and batteries; primary,0.5266385180560835,"low GCC penetration (high entry room) | rising prices (+39%/yr) | proximity advantage (1.2x sensitivity) | ML growth signal (68%) | low landing cost (tariff 4.8%, LPI 3.4)",69347646.033096,18048306.66929722,18.34,1.0,0.68025,B,0.6792953213055929,28.36556091271779,39.23,4.801974286720676,3.4,424.8124705672246,531.0155882090307,0.8187874347550671,filtered
Kuwait,India,7305,"Iron or steel (excluding cast iron); tubes and pipes (e.g. welded, riveted or similarly closed), having circular cross-sections, external diameter of which exceeds 406.4mm, not seamless",0.5248349029724738,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 11.0%, LPI 3.4)",170020078.45282114,47069875.8427791,3.55,1.0,0.7627499999999999,A,0.48280251026153564,1.705152750253837,7.89,10.97983870967742,3.4,2835.8211057413473,1985.074774018943,0.8024209506321247,filtered
Bahrain,Saudi Arabia,6307,"Textiles; made up articles n.e.c. in chapter 63, including dress patterns",0.5231880364101563,"low GCC penetration (high entry room) | proximity advantage (1.0x sensitivity) | ML growth signal (69%) | low landing cost (tariff 4.8%, LPI 3.4)",43557473.24673814,9923109.565616013,3.84,1.0,0.68025,B,0.6884653170903524,15.242771959692913,1.51,4.801974286720676,3.4,424.8124705672246,424.8124705672246,0.8200248379471946,filtered
Bahrain,Saudi Arabia,3919,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls",0.5230235464824292,"low GCC penetration (high entry room) | proximity advantage (1.0x sensitivity) | ML growth signal (69%) | low landing cost (tariff 4.8%, LPI 3.4)",355056384.9056398,88855142.27579747,14.03,1.0,0.68025,B,0.6864848335584005,6.758015152744705,1.11,4.801974286720676,3.4,424.8124705672246,424.8124705672246,0.8200248379471946,filtered
Qatar,Saudi Arabia,0104,Sheep and goats; live,0.5226066625160469,"low GCC penetration (high entry room) | proximity advantage (1.5x sensitivity) | ML growth signal (68%) | low landing cost (tariff 4.8%, LPI 3.4)",242131111.53631192,48238021.015250355,13.55,1.0,0.68025,B,0.6767054796218872,5.326902403015772,4.66,4.801974286720676,3.4,485.14521183653835,727.7178177548076,0.8165164921128989,filtered
United Arab Emirates,India,8434,Milking machines and dairy machinery,0.5225607883016736,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 7.8%, LPI 3.4)",93824706.13237397,24617610.66102253,3.6,1.0,0.7627499999999999,A,0.5347286462783813,18.233035025403556,-25.99,7.75224907063197,3.4,2310.7043438201677,2888.3804297752094,0.792372314258151,filtered
Bahrain,United Arab Emirates,7314,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel",0.5216222075890744,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",188841221.7936691,49106853.84741698,2.81,0.867,0.8436250000000002,A,0.3862818777561188,1.269531631268032,1.35,4.801974286720676,4.0,426.25749275648013,298.38024492953605,0.9381646029200332,filtered
Qatar,Spain,9113,"Watch straps, watch bands, watch bracelets and parts thereof",0.5207214056561448,"low GCC penetration (high entry room) | premium unit value ($83/kg) | low landing cost (tariff 4.2%, LPI 3.9)",30086233.8482435,7593090.16120147,3.61,1.0,0.7492500000000001,B,0.40544624129931134,82.9967747363711,-29.33,4.203448275862069,3.9,5337.9121476219425,5337.9121476219425,0.8603211289212492,filtered
United Arab Emirates,Japan,2621,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) and ash and residues from the incineration of municipal waste,0.5198880798755494,"low GCC penetration (high entry room) | low landing cost (tariff 0.0%, LPI 3.9)",25695938.49847006,7483260.254714684,4.9,1.0,0.73825,B,0.5,0.0,-2.64,0.0,3.9,8055.335487099745,5638.734840969821,0.8598496741839867,filtered
United Arab Emirates,Saudi Arabia,7229,Wire of other alloy steel,0.5196419158992751,"low GCC penetration (high entry room) | rising prices (+18%/yr) | proximity advantage (0.7x sensitivity) | ML growth signal (68%) | low landing cost (tariff 4.8%, LPI 3.4)",22050788.590857558,5614635.338940227,9.76,1.0,0.68025,B,0.6758612593015035,1.6922713134926026,18.06,4.801974286720676,3.4,773.8595781115821,541.7017046781074,0.8200584058790925,filtered
United Arab Emirates,Norway,2621,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) and ash and residues from the incineration of municipal waste,0.5193763595497864,"low GCC penetration (high entry room) | low landing cost (tariff 0.0%, LPI 3.7)",9244467.225735856,2645867.771244467,3.63,1.0,0.71475,B,0.5751162171363831,0.0,-2.64,0.0,3.7,5170.078736371548,3619.0551154600835,0.8441765143637184,filtered
United Arab Emirates,China,9109,Clock movements; complete and assembled,0.5177805033743581,"low GCC penetration (high entry room) | rising prices (+57%/yr) | stable market (A grade) | low landing cost (tariff 12.9%, LPI 3.7)",33308467.143165115,10025696.967840178,5.51,1.0,0.78525,A,0.35708882411321,42.22691944101905,57.2,12.885416666666666,3.7,5960.834802184846,5960.834802184846,0.8141504402861064,filtered
United Arab Emirates,Saudi Arabia,7003,"Glass; cast glass and rolled glass in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",0.5175448546756267,"low GCC penetration (high entry room) | rising prices (+19%/yr) | proximity advantage (1.0x sensitivity) | ML growth signal (66%) | low landing cost (tariff 4.8%, LPI 3.4)",11496419.533382392,3337887.6499363836,8.63,1.0,0.68025,B,0.6616775989532471,2.176947741843752,19.1,4.801974286720676,3.4,773.8595781115821,773.8595781115821,0.8173898073791979,filtered
Bahrain,Saudi Arabia,7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated",0.5175434509950556,"low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.4)",257338929.43474042,61980958.802299835,3.39,1.0,0.68025,B,0.6326146324475607,2.7508636442349426,4.35,4.801974286720676,3.4,424.8124705672246,297.36872939705717,0.8215097217777476,filtered
Qatar,Australia,6810,"Cement, concrete or artificial stone; whether or not reinforced, articles thereof",0.5173621501705988,"low GCC penetration (high entry room) | low landing cost (tariff 3.9%, LPI 3.7)",84701520.10398567,19927277.240308646,10.92,1.0,0.7483749999999999,B,0.5378225843111674,0.5442106481261227,4.16,3.8668,3.7,12245.671890516825,12245.671890516825,0.7412580233360864,filtered
United Arab Emirates,Norway,7613,Aluminium; containers for compressed or liquefied gas,0.5173036239483072,"low GCC penetration (high entry room) | rising prices (+20%/yr) | low landing cost (tariff 0.0%, LPI 3.7)",20374099.914393492,4974971.542258173,3.2,1.0,0.71475,B,0.5378225843111674,10.16536634796277,19.96,0.0,3.7,5170.078736371548,3619.0551154600835,0.8441765143637184,filtered
Bahrain,Saudi Arabia,8542,Electronic integrated circuits,0.5170711561290562,"low GCC penetration (high entry room) | premium unit value ($99/kg) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 3.4)",179397372.95110333,44347878.78570649,17.21,1.0,0.68025,B,0.6356058319409689,98.59851783178212,-10.3,4.801974286720676,3.4,424.8124705672246,531.0155882090307,0.8187874347550671,filtered
United Arab Emirates,China,7506,"Nickel; plates, sheets, strip and foil",0.5170070016237546,"low GCC penetration (high entry room) | stable market (A grade) | low landing cost (tariff 4.9%, LPI 3.7)",115478012.43391436,29650636.78054373,4.5,1.0,0.78525,A,0.3792378604412079,24.917656284104158,-19.04,4.87235294117647,3.7,5960.834802184846,4172.584361529392,0.836638647952255,filtered
United Arab Emirates,China,7011,"Glass envelopes (including bulbs and tubes), open and glass parts thereof, without fittings, for electric lamps and light sources, cathode-ray tubes or the like",0.5166868476144043,"low GCC penetration (high entry room) | rising prices (+24%/yr) | stable market (A grade) | low landing cost (tariff 10.6%, LPI 3.7)",23004247.002184656,7268391.882326232,3.36,1.0,0.78525,A,0.38460569580396015,2.477331188168089,24.09,10.64056338028169,3.7,5960.834802184846,5960.834802184846,0.8146918852272973,filtered
United Arab Emirates,China,7011,"Glass envelopes (including bulbs and tubes), open and glass parts thereof, without fittings, for electric lamps, cathode-ray tubes or the like",0.5166198545792655,"low GCC penetration (high entry room) | rising prices (+24%/yr) | stable market (A grade) | low landing cost (tariff 10.6%, LPI 3.7)",5832386.015004298,1984935.9269857334,3.36,1.0,0.78525,A,0.38460569580396015,2.477331188168089,24.09,10.64056338028169,3.7,5960.834802184846,5960.834802184846,0.8146918852272973,filtered
United Arab Emirates,Japan,1504,"Fats and oils and their fractions of fish or marine mammals; whether or not refined, but not chemically modified",0.516289977753156,"low GCC penetration (high entry room) | low landing cost (tariff 3.1%, LPI 3.9)",174782380.6842314,31105908.048558608,3.15,1.0,0.73825,B,0.5,7.365732662174686,-20.99,3.1217647058823528,3.9,8055.335487099745,8055.335487099745,0.8313184846990886,filtered
United Arab Emirates,China,2616,Precious metal ores and concentrates,0.5154066511354483,"low GCC penetration (high entry room) | stable market (A grade) | low landing cost (tariff 1.4%, LPI 3.7)",1715840.5819737832,317306.95269395725,4.78,1.0,0.78525,A,0.3717702329158783,0.0,-39.84,1.445945945945946,3.7,5960.834802184846,4172.584361529392,0.8374650764521844,filtered
Qatar,Saudi Arabia,8701,Tractors; (other than tractors of heading no 8709),0.5132923219024531,"low GCC penetration (high entry room) | proximity advantage (1.0x sensitivity) | low landing cost (tariff 4.8%, LPI 3.4)",100604766.82594857,26527740.050170142,4.72,1.0,0.68025,B,0.6007013916969299,1.3540083552356241,-5.18,4.801974286720676,3.4,485.14521183653835,485.14521183653835,0.819334737925411,filtered
Qatar,Saudi Arabia,8515,"Electric (electrically heated gas) soldering, brazing, welding machines and apparatus, capable or not of cutting, electric machines and apparatus for hot spraying of metals or sintered carbides",0.5122038381394839,"low GCC penetration (high entry room) | rising prices (+10%/yr) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 3.4)",61283332.98673939,16098490.31726706,6.87,1.0,0.68025,B,0.5722472469011942,16.26604143188011,9.56,4.801974286720676,3.4,485.14521183653835,606.4315147956729,0.817925615019155,filtered
United Arab Emirates,Poland,8440,Book-binding machinery; including book-sewing machines,0.5115398449058364,"low GCC penetration (high entry room) | rising prices (+37%/yr) | low landing cost (tariff 1.8%, LPI 3.6)",22345693.30124121,6269836.065418659,4.4,1.0,0.7190000000000001,B,0.5083866914113363,26.185192002487554,37.06,1.7803903345724907,3.6,4177.711304719456,5222.139130899321,0.8058755883172715,filtered
Qatar,United Arab Emirates,8442,"Machinery, apparatus and equipment (excluding machines of headings 8456 to 8465) for preparing or making printing components; plates, cylinders and other printing components; lithographic stones prepared for printing purposes",0.511514790126674,"low GCC penetration (high entry room) | stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",38846723.13663656,11936275.312682495,2.72,0.804,0.8436250000000002,A,0.4398922026157379,20.43901055850289,7.96,4.801974286720676,4.0,303.6592641976991,379.57408024712385,0.9372279461575419,filtered
