country,cmdCode,ml_growth_prob
Australia,7206,0.48684679468472797
Australia,7207,0.30860113104184467
Australia,7208,0.4441207945346832
Australia,7209,0.6338661511739095
Australia,7210,0.36166152358055115
Australia,7211,0.6356058319409689
Australia,7212,0.4446595807870229
Australia,7213,0.4182862838109334
Australia,7215,0.533349891503652
Australia,7216,0.40544624129931134
Australia,7217,0.5296102364857992
Australia,7218,0.44321246941884357
Australia,7219,0.5594465931256613
Australia,7220,0.41738952199618023
Australia,7221,0.4488103886445363
Australia,7222,0.34505849083264667
Australia,7223,0.41151828567186993
Australia,7224,0.3063860833644867
Australia,7225,0.3706299265225728
Australia,7227,0.2777546246846517
Australia,7228,0.4061388870080312
Australia,7229,0.6769051353136698
Australia,7301,0.6449276010195414
Australia,7303,0.41899000604947406
Australia,7304,0.4211799403031667
Australia,7306,0.4491950074831645
Australia,7307,0.41587311029434204
Australia,7312,0.33913618326187134
Australia,7313,0.2935473521550496
Australia,7314,0.38414934277534485
Australia,7315,0.5335124532381693
Australia,7316,0.46697277824083966
Australia,7317,0.3986782431602478
Australia,7318,0.35155415534973145
Australia,7321,0.38663257161776227
Australia,7322,0.46154693762461346
Australia,7323,0.37499381105105084
Australia,7324,0.4010914166768392
Australia,7401,0.38414934277534485
Australia,7404,0.2226201295852661
Australia,7405,0.23425969978173575
Australia,7406,0.3450426558653514
Australia,7407,0.44406557083129883
Australia,7408,0.4785753091176351
Australia,7409,0.35592923561731976
Australia,7410,0.3105836908022563
Australia,7411,0.570186972618103
Australia,7413,0.6330930987993876
Australia,7415,0.40971482793490094
Australia,7418,0.46378092964490253
Australia,7419,0.6733496785163879
Australia,7505,0.5435967246691386
Australia,7506,0.39233702421188354
Australia,7507,0.4438421030839284
Australia,7508,0.443084051211675
Australia,7601,0.24280156195163727
Australia,7602,0.3207118511199951
Australia,7606,0.36360032359759015
Australia,7607,0.5611596504847208
Australia,7608,0.3401401142279307
Australia,7609,0.40544676780700684
Australia,7610,0.35483186443646747
Australia,7611,0.37216916680336
Australia,7612,0.6613516807556152
Australia,7614,0.41245415806770325
Australia,7615,0.4166029095649719
Australia,7616,0.6844023863474528
Australia,7801,0.19058617452780405
Australia,7802,0.3706299265225728
Australia,7901,0.2416499306758245
Australia,7902,0.3921450575192769
Australia,7903,0.6777504086494446
Australia,7904,0.3608952562014262
Australia,7905,0.4984029233455658
Australia,7907,0.4149763484795888
Australia,8002,0.4969821274280548
Australia,8007,0.5695858001708984
Australia,8101,0.37304310003916424
Australia,8102,0.6518604755401611
Australia,8103,0.8007554213205973
Australia,8104,0.48702362179756165
Australia,8105,0.3549412488937378
Australia,8108,0.4182862838109334
Australia,8109,0.6254820028940836
Australia,8110,0.6431030829747518
Australia,8112,0.40256516138712567
Australia,8113,0.6225434939066569
Australia,8201,0.43424685796101886
Australia,8202,0.40015198787053424
Australia,8204,0.4235262870788574
Australia,8205,0.35483186443646747
Australia,8206,0.3843715488910675
Australia,8207,0.32565433780352276
Australia,8208,0.41587311029434204
Australia,8210,0.45787039399147034
Australia,8211,0.3773572047551473
Australia,8212,0.6942902207374573
Australia,8214,0.31253480911254883
Australia,8215,0.3420424560705821
Australia,8301,0.35483186443646747
Australia,8302,0.7231444716453552
Australia,8303,0.48511192202568054
Australia,8304,0.4320581356684367
Australia,8305,0.45527265469233197
Australia,8306,0.3838687042395274
Australia,8307,0.5049196382363638
Australia,8308,0.3945799171924591
Australia,8311,0.3773572047551473
Australia,8401,0.3995685974756877
Australia,8402,0.38047410051027936
Australia,8403,0.41151828567186993
Australia,8404,0.37304310003916424
Australia,8405,0.5025759736696879
Australia,8406,0.6379267374674479
Australia,8407,0.4319348831971486
Australia,8408,0.6007013916969299
Australia,8409,0.4485010802745819
Australia,8410,0.63493945201238
Australia,8411,0.84971022605896
Australia,8412,0.348104586203893
Australia,8413,0.348104586203893
Australia,8416,0.6550026535987854
Australia,8417,0.31858526666959125
Australia,8418,0.3540268937746684
Australia,8420,0.3773572047551473
Australia,8421,0.32531745235125226
Australia,8422,0.457870493332545
Australia,8423,0.4146670401096344
Australia,8424,0.4006047149499257
Australia,8427,0.48867133259773254
Australia,8428,0.6886999011039734
Australia,8429,0.7559820612271627
Australia,8435,0.3955572446187337
Australia,8436,0.3807544708251953
Australia,8437,0.52168936530749
Australia,8439,0.3706299265225728
Australia,8440,0.3908766210079193
Australia,8441,0.4265834589799245
Australia,8442,0.37304310003916424
Australia,8444,0.3036617437998454
Australia,8445,0.3642532428105672
Australia,8446,0.3655026654402415
Australia,8447,0.45292507608731586
Australia,8448,0.5378225843111674
Australia,8449,0.7050658663113912
Australia,8450,0.5115432242552439
Australia,8451,0.3955572446187337
