dest_country,cmdCode,commodity,demand_4y_total,demand_yr1,gcc_2023_exp,uv_mean,uv_cagr,viability_score,grade,penetration_pct,is_saturated,ml_growth_prob,imp_exp_ratio,pen_opportunity,dist_km,dist_sensitivity,weighted_dist_km,hs2,lpi_score,mfn_tariff_rate,demand_4y_total_n,uv_mean_n,viability_score_n,pen_opportunity_n,ml_growth_prob_n,uv_cagr_pos,uv_cagr_n,lpi_n,tariff_n_inv,dist_n_inv,landing_cost_n,opportunity_score,opportunity_rationale,gcc_country,recommended_transport,transport_rationale
USA,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",160175064423.52722,35128492100.28425,1343881727.618,9.692638509898922,18.07,1.0,A+,1.56,False,0.4376656470715646,0.9999999992315345,0.9844,11348.479460616485,1.25,14185.599325770607,85,3.8,1.398277027027027,0.12860547846200768,0.013993815306828547,0.99999999875,0.9654312153762253,0.3809657260420714,18.07,0.5497414055202392,0.6428571423979591,0.9824337056908359,0.3575332635582419,0.7073567980051806,0.5869095139828164,"low GCC penetration (high entry room) | rising prices (+18%/yr) | stable market (A+ grade) | low landing cost (tariff 1.4%, LPI 3.8)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($9.7/kg), non-perishable, long-haul route (11,348 km)"
Sweden,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",70694850562.11093,16013210069.722967,9757362473.358,17.859171182658955,12.07,1.0,A+,1.19,False,0.4520191182005068,0.9999999998789725,0.9881,4791.884468268896,1.25,5989.8555853361195,87,4.0,7.049183673469388,0.056761301230386606,0.027376340105752465,0.99999999875,0.9786172452650845,0.40439842051414093,12.07,0.3672041375002372,0.7857142851530613,0.9114424161635574,0.7343656169526492,0.8231683705071567,0.5867613396705109,"low GCC penetration (high entry room) | rising prices (+12%/yr) | stable market (A+ grade) | low landing cost (tariff 7.0%, LPI 4.0)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($17.9/kg), non-perishable, long-haul route (4,792 km)"
Japan,8704,Vehicles; for the transport of goods,38548782660.04622,9147783303.029144,1785263255.652,8.577758440171902,6.91,1.0,A+,1.16,False,0.5511793219075257,0.999999999605451,0.9884,8055.335487099745,1.25,10069.16935887468,87,3.9,0.08571428571428572,0.030951038827208347,0.012166857553911677,0.99999999875,0.9796863828236406,0.5662819632740164,6.91,0.21022208700303557,0.7142857137755102,0.998923187365412,0.5468027235531464,0.78626995565588,0.5854020683361788,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 0.1%, LPI 3.9)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($8.6/kg), non-perishable, long-haul route (8,055 km)"
Japan,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",5050589540.0,1262647385.0,7236934938.901,175.80965728319433,11.05,1.0,A+,1.83,False,0.47744374229458486,0.9999999998603929,0.9817,8055.335487099745,1.25,10069.16935887468,84,3.9,0.0,0.004055147326736489,0.28621033758587416,0.99999999875,0.9558089773492197,0.44590527576272604,11.05,0.3361728019368369,0.7142857137755102,1.0,0.5468027235531464,0.7867006807097151,0.5848911194233744,"low GCC penetration (high entry room) | rising prices (+11%/yr) | premium unit value ($176/kg) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 3.9)",United Arab Emirates,Air,High unit value ($176/kg > $50/kg threshold); air freight cost-competitive
Germany,8704,Vehicles; for the transport of goods,48158369724.0,12039592431.0,1785263255.652,8.577758440171902,6.91,1.0,A+,1.16,False,0.46338906436636995,0.999999999605451,0.9884,4637.259451606709,1.25,5796.574314508387,87,4.1,7.049183673469388,0.038666631429776825,0.012166857553911677,0.99999999875,0.9796863828236406,0.4229603747811702,6.91,0.21022208700303557,0.8571428565306121,0.9114424161635574,0.7432525024458766,0.8503900918626063,0.5826168280685452,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 7.0%, LPI 4.1)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($8.6/kg), non-perishable, long-haul route (4,637 km)"
Norway,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",22427118168.0,5606779542.0,9757362473.358,17.859171182658955,12.07,1.0,A+,1.19,False,0.5260423500449056,0.9999999998789725,0.9881,5170.078736371548,1.25,6462.598420464436,87,3.7,0.0,0.018006861885151045,0.027376340105752465,0.99999999875,0.9786172452650845,0.5252447133768763,12.07,0.3672041375002372,0.5714285710204083,1.0,0.7126293596032578,0.7781573397579573,0.5824057045080956,"low GCC penetration (high entry room) | rising prices (+12%/yr) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 3.7)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($17.9/kg), non-perishable, long-haul route (5,170 km)"
Norway,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",3930456417.229125,982614104.3072813,3922799438.804,12.543448843234973,14.1,1.0,A+,0.99,False,0.5254300073162075,0.9999999998259984,0.9901,5170.078736371548,1.25,6462.598420464436,87,3.7,0.0,0.0031557860140780645,0.01866544787252603,0.99999999875,0.9857448289887923,0.5242450360204463,14.1,0.42896257984700453,0.5714285710204083,1.0,0.7126293596032578,0.7781573397579573,0.5812614753635033,"low GCC penetration (high entry room) | rising prices (+14%/yr) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 3.7)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($12.5/kg), non-perishable, long-haul route (5,170 km)"
Sweden,8443,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof",900218996.0,225054749.0,1492553659.069,18.907731677249714,-7.37,1.0,A+,1.91,False,0.5769788003590753,0.9999999992310348,0.9809,4791.884468268896,1.25,5989.8555853361195,84,4.0,1.7803903345724907,0.000722790998198362,0.029094619745879128,0.99999999875,0.9529579438597364,0.60840078531107,0.0,0.0,0.7857142851530613,0.9776332872543955,0.7343656169526492,0.8496447189434919,0.5810956960263393,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 1.8%, LPI 4.0)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($18.9/kg), non-perishable, long-haul route (4,792 km)"
Italy,3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal admin. systems) or packed for retail sale",202243098805.97015,43296854062.349594,1596243029.541,31.518959038212024,7.37,0.85,A,0.59,False,0.515046274932583,0.9999999995295152,0.9941,4299.944317729938,1.5,6449.916476594907,30,3.7,0.0,0.1623821446939308,0.04976068081067946,0.8124999989843749,0.9999999964362081,0.5072931206099237,7.37,0.22421661088456907,0.5714285710204083,1.0,0.7132124630903023,0.7783031156297184,0.5807800606463341,"low GCC penetration (high entry room) | stable market (A grade) | low landing cost (tariff 0.0%, LPI 3.7)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($31.5/kg), non-perishable, long-haul route (4,300 km)"
Netherlands,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",74102968325.67204,17089654343.277649,7236934938.901,175.80965728319433,11.05,0.85,A,1.83,False,0.5156560098677093,0.9999999998603929,0.9817,5165.972240441114,1.25,6457.465300551393,84,4.1,1.7803903345724907,0.05949769854176028,0.28621033758587416,0.8124999989843749,0.9558089773492197,0.5082885406247347,11.05,0.3361728019368369,0.8571428565306121,0.9776332872543955,0.7128653754815416,0.8692696585578579,0.5798754304374275,"low GCC penetration (high entry room) | rising prices (+11%/yr) | premium unit value ($176/kg) | stable market (A grade) | low landing cost (tariff 1.8%, LPI 4.1)",United Arab Emirates,Air,High unit value ($176/kg > $50/kg threshold); air freight cost-competitive
Switzerland,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",3323953860.8152084,756279296.9602408,1692372758.491,26.16258207953844,13.17,1.0,A+,3.08,False,0.5414503399715785,0.9999999991859709,0.9692,4826.211649352584,1.5,7239.317474028876,33,4.1,4.801974286720676,0.0026688216308467278,0.040983167714952425,0.99999999875,0.9112615790760454,0.5503989577500323,13.17,0.40066930330390427,0.8571428565306121,0.939673689866076,0.6769165703615766,0.8450986183225387,0.5796131103354687,"low GCC penetration (high entry room) | rising prices (+13%/yr) | stable market (A+ grade) | low landing cost (tariff 4.8%, LPI 4.1)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($26.2/kg), non-perishable, long-haul route (4,826 km)"
Norway,3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal admin. systems) or packed for retail sale",12840978662.790878,2498291294.8091135,1596243029.541,31.518959038212024,7.37,1.0,A+,0.59,False,0.5241461692517607,0.9999999995295152,0.9941,5170.078736371548,1.5,7755.118104557322,30,3.7,0.0,0.010310095462062975,0.04976068081067946,0.99999999875,0.9999999964362081,0.5221491119860756,7.37,0.22421661088456907,0.5714285710204083,1.0,0.6532005573138029,0.7633001391855936,0.5794972009624886,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 3.7)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($31.5/kg), non-perishable, long-haul route (5,170 km)"
France,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",187524003363.72406,45452774488.54045,9757362473.358,17.859171182658955,12.07,0.85,A,1.19,False,0.5196304559355496,0.9999999998789725,0.9881,5244.617323113358,1.25,6555.7716538916975,87,3.9,7.049183673469388,0.15056409849122881,0.027376340105752465,0.8124999989843749,0.9786172452650845,0.5147770046044078,12.07,0.3672041375002372,0.7142857137755102,0.9114424161635574,0.7083453446391809,0.7916633024466467,0.5790241372325466,"low GCC penetration (high entry room) | rising prices (+12%/yr) | stable market (A grade) | low landing cost (tariff 7.0%, LPI 3.9)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($17.9/kg), non-perishable, long-haul route (5,245 km)"
United Kingdom,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",17558861934.562164,4306486217.578839,7236934938.901,175.80965728319433,11.05,1.0,A+,1.83,False,0.44032092411753143,0.9999999998603929,0.9817,5478.60751731017,1.25,6848.259396637713,84,3.7,0.5294423791821561,0.014098111016654672,0.28621033758587416,0.99999999875,0.9558089773492197,0.3853005865923797,11.05,0.3361728019368369,0.5714285710204083,0.9933487138294534,0.6948970417238245,0.7710637458198804,0.5789958511953439,"low GCC penetration (high entry room) | rising prices (+11%/yr) | premium unit value ($176/kg) | stable market (A+ grade) | low landing cost (tariff 0.5%, LPI 3.7)",United Arab Emirates,Air,High unit value ($176/kg > $50/kg threshold); air freight cost-competitive
Sweden,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",19233924748.0,4808481187.0,3922799438.804,12.543448843234973,14.1,1.0,A+,0.99,False,0.4477897153168223,0.9999999998259984,0.9901,4791.884468268896,1.25,5989.8555853361195,87,4.0,7.049183673469388,0.015443028562662211,0.01866544787252603,0.99999999875,0.9857448289887923,0.39749372793613236,14.1,0.42896257984700453,0.7857142851530613,0.9114424161635574,0.7343656169526492,0.8231683705071567,0.5784098098045978,"low GCC penetration (high entry room) | rising prices (+14%/yr) | stable market (A+ grade) | low landing cost (tariff 7.0%, LPI 4.0)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($12.5/kg), non-perishable, long-haul route (4,792 km)"
Switzerland,8704,Vehicles; for the transport of goods,10013267972.846209,2189318617.1158857,1785263255.652,8.577758440171902,6.91,1.0,A+,1.16,False,0.45307245863072076,0.999999999605451,0.9884,4826.211649352584,1.25,6032.764561690729,87,4.1,0.0,0.00803971032102193,0.012166857553911677,0.99999999875,0.9796863828236406,0.4061180466766594,6.91,0.21022208700303557,0.8571428565306121,1.0,0.732392703809736,0.8830981757381482,0.5781820775622367,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.1)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($8.6/kg), non-perishable, long-haul route (4,826 km)"
United Kingdom,7308,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",5626809869.893195,1230352122.1675704,1424566245.224,2.207281158230507,6.39,1.0,A+,2.98,False,0.614845853122459,0.9999999992985458,0.9702,5478.60751731017,0.7,3835.0252621171185,73,3.7,0.2879032258064516,0.004517797936506217,0.0017275348177241466,0.99999999875,0.9148253709378994,0.6702204712944073,6.39,0.19440219044130205,0.5714285710204083,0.9963831253039845,0.8334426266275758,0.8069139066356307,0.5781066496969716,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 0.3%, LPI 3.7)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($2.2/kg), non-perishable, long-haul route (5,479 km)"
Singapore,8802,"Aircraft n.e.c. in heading no. 8801 (e.g. helicopters, aeroplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles",560443039.2,140110759.8,1416518924.691,260.7099678635488,-5.64,1.0,A+,1.81,False,0.3211088457814452,0.9999999993736879,0.9819,5899.340485303137,1.25,7374.175606628922,88,4.3,0.0,0.00044998293252711117,0.4253367645905362,0.99999999875,0.9565217357215904,0.19068144645998197,0.0,0.0,0.9999999992857143,1.0,0.67071592413696,0.91767898078424,0.5779104079124217,"low GCC penetration (high entry room) | premium unit value ($261/kg) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.3)",United Arab Emirates,Air,High unit value ($261/kg > $50/kg threshold); air freight cost-competitive
Belgium,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",3837857492.056409,929017414.4425199,1343881727.618,9.692638509898922,18.07,1.0,A+,1.56,False,0.4430376001837486,0.9999999992315345,0.9844,5155.136506204554,1.25,6443.920632755693,85,4.0,1.922533783783784,0.0030814378056364788,0.013993815306828547,0.99999999875,0.9654312153762253,0.38973568383592305,18.07,0.5497414055202392,0.7857142851530613,0.9758475655306579,0.7134881461785093,0.8437110625604619,0.576858639281401,"low GCC penetration (high entry room) | rising prices (+18%/yr) | stable market (A+ grade) | low landing cost (tariff 1.9%, LPI 4.0)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($9.7/kg), non-perishable, long-haul route (5,155 km)"
Singapore,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",75505391080.5629,15478818021.233562,30385191312.288,352.49547310230867,8.4,1.0,A+,5.88,False,0.2838593784647148,0.9999999999525939,0.9412,5899.340485303137,1.25,7374.175606628922,85,4.3,0.0,0.06062371182009334,0.575745983442572,0.99999999875,0.8114754069441362,0.12986999680859657,8.4,0.2555521752280027,0.9999999992857143,1.0,0.67071592413696,0.91767898078424,0.5760586399901664,"low GCC penetration (high entry room) | rising prices (+8%/yr) | premium unit value ($352/kg) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.3)",United Arab Emirates,Air,High unit value ($352/kg > $50/kg threshold); air freight cost-competitive
United Kingdom,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",22225579488.69126,5430915957.018084,3922799438.804,12.543448843234973,14.1,1.0,A+,0.99,False,0.4966220108306747,0.9999999998259984,0.9901,5478.60751731017,1.25,6848.259396637713,87,3.7,5.184795918367347,0.017845045322914067,0.01866544787252603,0.99999999875,0.9857448289887923,0.4772146714533151,14.1,0.42896257984700453,0.5714285710204083,0.9348643728856506,0.6948970417238245,0.7476700094423593,0.5756576541866594,"low GCC penetration (high entry room) | rising prices (+14%/yr) | stable market (A+ grade) | low landing cost (tariff 5.2%, LPI 3.7)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($12.5/kg), non-perishable, long-haul route (5,479 km)"
Belgium,7308,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",8589145032.69282,1951372517.5448458,1424566245.224,2.207281158230507,6.39,1.0,A+,2.98,False,0.5294647186819101,0.9999999992985458,0.9702,5155.136506204554,0.7,3608.595554343188,73,4.0,1.7120967741935484,0.006896273839405346,0.0017275348177241466,0.99999999875,0.9148253709378994,0.5308318858399897,6.39,0.19440219044130205,0.7857142851530613,0.9784912465556277,0.8438536451221994,0.8773599097063725,0.5753293105878658,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 1.7%, LPI 4.0)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($2.2/kg), non-perishable, long-haul route (5,155 km)"
United Kingdom,3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal admin. systems) or packed for retail sale",80458464859.45735,19425783664.245712,1596243029.541,31.518959038212024,7.37,1.0,A+,0.59,False,0.4187891410596576,0.9999999995295152,0.9941,5478.60751731017,1.5,8217.911275965254,30,3.7,0.0,0.06460056318260031,0.04976068081067946,0.99999999875,0.9999999964362081,0.35014897139759416,7.37,0.22421661088456907,0.5714285710204083,1.0,0.631921775858483,0.7579804438217637,0.5750718495292003,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 3.7)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($31.5/kg), non-perishable, long-haul route (5,479 km)"
China,3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal admin. systems) or packed for retail sale",29625070833.315575,6689146575.503181,1596243029.541,31.518959038212024,7.37,1.0,A+,0.59,False,0.500786443740933,0.9999999995295152,0.9941,5960.834802184846,1.5,8941.252203277269,30,3.7,2.821111111111111,0.023786139388808615,0.04976068081067946,0.99999999875,0.9999999964362081,0.4840132975946076,7.37,0.22421661088456907,0.5714285710204083,0.9645589056397529,0.5986632611247087,0.7354893773942213,0.5748810162363224,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 2.8%, LPI 3.7)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($31.5/kg), non-perishable, long-haul route (5,961 km)"
Canada,3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal admin. systems) or packed for retail sale",42892909325.53739,9933634336.472727,1596243029.541,31.518959038212024,7.37,1.0,A+,0.59,False,0.47483815926105655,0.9999999995295152,0.9941,10753.026097840913,1.5,16129.53914676137,30,4.0,0.23666666666666666,0.034438963057648035,0.04976068081067946,0.99999999875,0.9999999964362081,0.4416515429480089,7.37,0.22421661088456907,0.7857142851530613,0.9970268006700541,0.2681527947684481,0.7408489187637051,0.5741119778942949,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 0.2%, LPI 4.0)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($31.5/kg), non-perishable, long-haul route (10,753 km)"
Canada,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",6235408980.0,1558852245.0,7236934938.901,175.80965728319433,11.05,1.0,A+,1.83,False,0.42166115842278507,0.9999999998603929,0.9817,10753.026097840913,1.25,13441.282622301142,84,4.0,0.26315985130111524,0.005006445654729586,0.28621033758587416,0.99999999875,0.9558089773492197,0.3548376703738957,11.05,0.3361728019368369,0.7857142851530613,0.9966939717173642,0.3917562241487955,0.771616644527716,0.5737595780391896,"low GCC penetration (high entry room) | rising prices (+11%/yr) | premium unit value ($176/kg) | stable market (A+ grade) | low landing cost (tariff 0.3%, LPI 4.0)",United Arab Emirates,Air,High unit value ($176/kg > $50/kg threshold); air freight cost-competitive
Singapore,8704,Vehicles; for the transport of goods,545278314.225322,100584532.02339426,1785263255.652,8.577758440171902,6.91,1.0,A+,1.16,False,0.4050881624491752,0.999999999605451,0.9884,5899.340485303137,1.25,7374.175606628922,87,4.3,0.0,0.0004378070878153749,0.012166857553911677,0.99999999875,0.9796863828236406,0.32778150063991596,6.91,0.21022208700303557,0.9999999992857143,1.0,0.67071592413696,0.91767898078424,0.5736350679071744,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.3)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($8.6/kg), non-perishable, long-haul route (5,899 km)"
United Kingdom,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",7832260038.178126,1826619649.8618608,1343881727.618,9.692638509898922,18.07,1.0,A+,1.56,False,0.48573859370010536,0.9999999992315345,0.9844,5478.60751731017,1.25,6848.259396637713,85,3.7,0.6777364864864865,0.0062885665335859105,0.013993815306828547,0.99999999875,0.9654312153762253,0.4594469979657165,18.07,0.5497414055202392,0.5714285710204083,0.9914857225316838,0.6948970417238245,0.7703185493007725,0.5736226758874143,"low GCC penetration (high entry room) | rising prices (+18%/yr) | stable market (A+ grade) | low landing cost (tariff 0.7%, LPI 3.7)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($9.7/kg), non-perishable, long-haul route (5,479 km)"
Sweden,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",3009793045.434648,615624661.2709501,1692372758.491,26.16258207953844,13.17,1.0,A+,3.08,False,0.5151398432516842,0.9999999991859709,0.9692,4791.884468268896,1.5,7187.826702403344,33,4.0,2.389655172413793,0.0024165801092251083,0.040983167714952425,0.99999999875,0.9112615790760454,0.5074458751467228,13.17,0.40066930330390427,0.7857142851530613,0.9699792063770883,0.6792840661330726,0.832812698887675,0.5734118537795028,"low GCC penetration (high entry room) | rising prices (+13%/yr) | stable market (A+ grade) | low landing cost (tariff 2.4%, LPI 4.0)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($26.2/kg), non-perishable, long-haul route (4,792 km)"
Japan,7308,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",579747515.150123,141610232.1,1424566245.224,2.207281158230507,6.39,1.0,A+,2.98,False,0.5638145928410775,0.9999999992985458,0.9702,8055.335487099745,0.7,5638.734840969821,73,3.9,0.5237903225806452,0.0004654826070548476,0.0017275348177241466,0.99999999875,0.9148253709378994,0.5869096177763986,6.39,0.19440219044130205,0.7142857137755102,0.9934197195656524,0.7505098084519961,0.8349953397606886,0.5729747004815665,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 0.5%, LPI 3.9)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($2.2/kg), non-perishable, long-haul route (8,055 km)"
Switzerland,8802,"Aircraft n.e.c. in heading no. 8801 (e.g. helicopters, aeroplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles",4956316076.0,1239079019.0,1416518924.691,260.7099678635488,-5.64,1.0,A+,1.81,False,0.31534355165322786,0.9999999993736879,0.9819,4826.211649352584,1.25,6032.764561690729,88,4.1,0.0,0.003979454621460386,0.4253367645905362,0.99999999875,0.9565217357215904,0.18126934156671148,0.0,0.0,0.8571428565306121,1.0,0.732392703809736,0.8830981757381482,0.5726644445884141,"low GCC penetration (high entry room) | premium unit value ($261/kg) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.1)",United Arab Emirates,Air,High unit value ($261/kg > $50/kg threshold); air freight cost-competitive
Belgium,8431,Machinery parts; used solely or principally with the machinery of heading no. 8425 to 8430,4515495454.684076,1000070366.9860241,1372945003.049,10.659367161412721,-6.87,1.0,A+,2.63,False,0.5609862125948185,0.9999999991659468,0.9737,5155.136506204554,1.25,6443.920632755693,84,4.0,1.7803903345724907,0.0036255172147592295,0.015577996828059307,0.99999999875,0.9272986424543883,0.5822921583781779,0.0,0.0,0.7857142851530613,0.9776332872543955,0.7134881461785093,0.8444253512499569,0.5723495858478429,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 1.8%, LPI 4.0)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($10.7/kg), non-perishable, long-haul route (5,155 km)"
Belgium,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",5078683417.972177,1171179402.498233,1692372758.491,26.16258207953844,13.17,1.0,A+,3.08,False,0.5098426697398326,0.9999999991859709,0.9692,5155.136506204554,1.5,7732.704759306831,33,4.0,2.389655172413793,0.004077704062589653,0.040983167714952425,0.99999999875,0.9112615790760454,0.49879799845169337,13.17,0.40066930330390427,0.7857142851530613,0.9699792063770883,0.6542311012041048,0.8265494576554331,0.5720228609135046,"low GCC penetration (high entry room) | rising prices (+13%/yr) | stable market (A+ grade) | low landing cost (tariff 2.4%, LPI 4.0)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($26.2/kg), non-perishable, long-haul route (5,155 km)"
Germany,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",20108524508.21017,4808451499.0674305,1692372758.491,26.16258207953844,13.17,1.0,A+,3.08,False,0.45558943701371324,0.9999999991859709,0.9692,4637.259451606709,1.5,6955.889177410064,33,4.1,2.389655172413793,0.016145249729417457,0.040983167714952425,0.99999999875,0.9112615790760454,0.41022712836927805,13.17,0.40066930330390427,0.8571428565306121,0.9699792063770883,0.6899483287249455,0.8604787645177858,0.5712720563513229,"low GCC penetration (high entry room) | rising prices (+13%/yr) | stable market (A+ grade) | low landing cost (tariff 2.4%, LPI 4.1)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($26.2/kg), non-perishable, long-haul route (4,637 km)"
Germany,8443,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof",34140298044.0,8535074511.0,1492553659.069,18.907731677249714,-7.37,1.0,A+,1.91,False,0.44933845066123923,0.9999999992310348,0.9809,4637.259451606709,1.25,5796.574314508387,84,4.1,1.7803903345724907,0.027411441228921085,0.029094619745879128,0.99999999875,0.9529579438597364,0.4000221088286567,0.0,0.0,0.8571428565306121,0.9776332872543955,0.7432525024458766,0.8768664402989416,0.571013249139096,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 1.8%, LPI 4.1)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($18.9/kg), non-perishable, long-haul route (4,637 km)"
Norway,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",3378862739.662956,815414132.6743131,1343881727.618,9.692638509898922,18.07,1.0,A+,1.56,False,0.4646175991252085,0.9999999992315345,0.9844,5170.078736371548,1.25,6462.598420464436,85,3.7,0.0,0.0027129082847927822,0.013993815306828547,0.99999999875,0.9654312153762253,0.4249660136537168,18.07,0.5497414055202392,0.5714285710204083,1.0,0.7126293596032578,0.7781573397579573,0.5704564814625938,"low GCC penetration (high entry room) | rising prices (+18%/yr) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 3.7)",United Arab Emirates,Sea,"Standard sea freight; low unit value ($9.7/kg), non-perishable, long-haul route (5,170 km)"
