dest_country,cmdCode,commodity,demand_4y_total,demand_yr1,gcc_2023_exp,uv_mean,uv_cagr,viability_score,grade,penetration_pct,is_saturated,ml_growth_prob,imp_exp_ratio,pen_opportunity,dist_km,dist_sensitivity,weighted_dist_km,hs2,lpi_score,mfn_tariff_rate,demand_4y_total_n,uv_mean_n,viability_score_n,pen_opportunity_n,ml_growth_prob_n,uv_cagr_pos,uv_cagr_n,lpi_n,tariff_n_inv,dist_n_inv,landing_cost_n,opportunity_score,opportunity_rationale,gcc_country,recommended_transport,transport_rationale
Indonesia,7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or the like; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",270721.1598629729,11308.149540996019,106864214.712,0.36096150433910373,7.68,0.65,B,15.24,False,0.5,0.999999988925011,0.8476,7032.42596455073,0.7,4922.698175185511,72,3.0,8.150658682634731,2.6242743639213387e-07,0.000341428942737437,0.562499999296875,0.3863049078970504,0.41636323981847356,7.68,0.23364770306560248,0.07142857137755108,0.9787506105108773,0.7751075191594152,0.6102771239763476,0.3299722707419034,volume-driven opportunity,Bahrain,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (7,032 km)"
Tunisia,2106,Food preparations not elsewhere specified or included,188479626.24122652,43043985.775969625,122196242.812,5.168428520127059,3.23,0.2,D,1.13,False,0.5217674756324266,0.999999990371016,0.9887,3976.663786976152,1.5,5964.995680464228,21,2.9,35.8125,0.00018597625949659597,0.00820654247490083,0.0,0.9939707106202814,0.4523568771425314,3.23,0.0982658959507677,0.0,0.906634078212534,0.7265310822782176,0.544286401854568,0.32924171903313487,low GCC penetration (high entry room),Bahrain,Air,"Perishable commodity (HS2 21) on long-haul route (3,977 km > 3,000 km threshold)"
United Arab Emirates,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",353150384.12,88287596.03,155794015.5,0.42276043526762186,6.33,0.85,A,24.21,False,0.3759259519957781,0.9999999934141867,0.7579,426.25749275648013,0.7,298.38024492953605,29,4.0,4.801974286720676,0.0003484639880166915,0.000442533247004713,0.8124999989843749,0.0,0.21120043818708167,6.33,0.19257681776110205,0.7857142851530613,0.987480886403368,0.9906245734745375,0.9176484977335531,0.32716271613274367,"stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",Bahrain,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (426 km)"
Poland,7605,Aluminium wire,635292956.0373137,122596163.44372055,695800835.797,3.4836650756475303,9.5,0.85,A,23.61,False,0.4355652604475171,0.9999999985643221,0.7639,3808.711792043678,0.7,2666.0982544305743,76,3.6,6.378,0.0006268662144970707,0.00545023531311403,0.8124999989843749,0.02583979317037129,0.30981709337109864,9.5,0.28901734103166976,0.4999999996428573,0.9833720670391495,0.8802767084374373,0.7884180038000191,0.3261211215945543,"rising prices (+10%/yr) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 6.4%, LPI 3.6)",Bahrain,Sea,"Standard sea freight; low unit value ($3.5/kg), non-perishable, long-haul route (3,809 km)"
Malaysia,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",6255074978.401403,1470901189.5388858,155794015.5,0.42276043526762186,6.33,0.85,A,24.21,False,0.4848716693335541,0.9999999934141867,0.7579,6009.598104281236,0.7,4206.718672996865,29,3.6,0.11282926829268292,0.00617214715784613,0.000442533247004713,0.8124999989843749,0.0,0.39134776919057457,6.33,0.19257681776110205,0.4999999996428573,0.9997058454830366,0.8084758548986413,0.777001301792875,0.32553629063444856,"stable market (A grade) | low landing cost (tariff 0.1%, LPI 3.6)",Bahrain,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (6,010 km)"
France,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",4549093924.896899,994702036.4520378,155794015.5,0.42276043526762186,6.33,0.85,A,24.21,False,0.4128726449262189,0.9999999934141867,0.7579,4838.854311547858,0.7,3387.1980180835003,29,3.9,4.501151960784314,0.004488782182466986,0.000442533247004713,0.8124999989843749,0.0,0.27229368979410623,6.33,0.19257681776110205,0.7142857137755102,0.9882651531748946,0.846669742118578,0.856973496621031,0.32520587067518036,"stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.5%, LPI 3.9)",Bahrain,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (4,839 km)"
Tunisia,0406,Cheese and curd,51166936.30858114,11031970.55165529,439452360.052,4.831094018896104,9.23,0.2,D,3.16,False,0.5654402013474202,0.9999999977310863,0.9684,3976.663786976152,1.5,5964.995680464228,04,2.9,35.0,5.048391482320228e-05,0.00765465638982026,0.0,0.9065460770605254,0.5245719689098487,9.23,0.28080316397076965,0.0,0.908752327746979,0.7265310822782176,0.545133701668346,0.32450900939845817,low GCC penetration (high entry room) | rising prices (+9%/yr),Bahrain,Air,"Perishable commodity (HS2 04) on long-haul route (3,977 km > 3,000 km threshold)"
France,7605,Aluminium wire,315004501.2,78751125.3,695800835.797,3.4836650756475303,9.5,0.85,A,23.61,False,0.36555346906018993,0.9999999985643221,0.7639,4838.854311547858,0.7,3387.1980180835003,76,3.9,6.378,0.000310823802546559,0.00545023531311403,0.8124999989843749,0.02583979317037129,0.19404900569036274,9.5,0.28901734103166976,0.7142857137755102,0.9833720670391495,0.846669742118578,0.8550162621667329,0.3244550409785002,"rising prices (+10%/yr) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 6.4%, LPI 3.9)",Bahrain,Sea,"Standard sea freight; low unit value ($3.5/kg), non-perishable, long-haul route (4,839 km)"
India,7601,Aluminium; unwrought,5030028573.903488,1132075482.917234,3322847715.282,2.637248948807116,6.35,0.85,A,21.66,False,0.36429228026618654,0.9999999997450781,0.7834,2632.450908574484,0.7,1842.7156360021386,76,3.4,8.821428571428571,0.00496334111260332,0.004065481364477163,0.8124999989843749,0.10981912097407774,0.19196356533820266,6.35,0.19318527532116872,0.3571428568877551,0.9770018621974529,0.9186505830659376,0.7454633905561799,0.3228006663422371,"stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 8.8%, LPI 3.4)",Bahrain,Sea,"Standard sea freight; low unit value ($2.6/kg), non-perishable, long-haul route (2,632 km)"
Tunisia,2601,Iron ores and concentrates; including roasted iron pyrites,987810.2297306748,69533.43345208111,1831371467.111,0.15226669354797528,-3.57,0.2,D,2.38,False,0.5,0.9999999994276706,0.9762,3976.663786976152,0.7,2783.6646508833064,26,2.9,0.0,9.700101038331176e-07,0.0,0.0,0.9401378081820077,0.41636323981847356,0.0,0.0,0.0,1.0,0.8747975082976377,0.6186993770744095,0.3224690346819363,low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($0.2/kg), non-perishable, long-haul route (3,977 km)"
Rep. of Korea,7605,Aluminium wire,144926177.69732735,32887804.944215387,695800835.797,3.4836650756475303,9.5,0.85,A,23.61,False,0.37725801241429513,0.9999999985643221,0.7639,4820.457772966406,0.7,3374.3204410764843,76,3.8,7.373428571428572,0.0001430001961428044,0.00545023531311403,0.8124999989843749,0.02583979317037129,0.2134030684050942,9.5,0.28901734103166976,0.6428571423979591,0.9807769087523779,0.8472699035921458,0.8291282392382733,0.32246528790910345,"rising prices (+10%/yr) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 7.4%, LPI 3.8)",Bahrain,Sea,"Standard sea freight; low unit value ($3.5/kg), non-perishable, long-haul route (4,820 km)"
Egypt,7308,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",1499648541.4122596,295939282.6844982,404510786.177,2.207281158230507,6.39,0.2,D,2.98,False,0.4399158119047586,0.9999999974631608,0.9702,1945.8099807240294,0.7,1362.0669865068205,73,3.1,16.245,0.0014797630949779765,0.003362045339445131,0.0,0.9142980150116363,0.3170109533278467,6.39,0.19440219044130205,0.14285714275510217,0.9576480446928478,0.9410512879184344,0.6683220398210336,0.3212463539690117,"low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 16.2%, LPI 3.1)",Bahrain,Sea,"Standard sea freight; low unit value ($2.2/kg), non-perishable, long-haul route (1,946 km)"
Türkiye,7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or the like; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",83904.46163210929,13442.398550949949,106864214.712,0.36096150433910373,7.68,0.65,B,15.24,False,0.43434047392691744,0.999999988925011,0.8476,2245.103915838776,0.7,1571.5727410871432,72,2.9,9.698023952095808,7.80873547881852e-08,0.000341428942737437,0.562499999296875,0.3863049078970504,0.3077918460449371,7.68,0.23364770306560248,0.0,0.9747165111119204,0.9312872397344206,0.6227084143783733,0.3209797788398332,proximity advantage (0.7x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (2,245 km)"
Mexico,3102,"Fertilizers; mineral or chemical, nitrogenous",30497880.0,7624470.0,290410151.785,0.6283533987347913,8.64,0.65,B,17.29,False,0.6057752342999059,0.999999996974898,0.8271,13985.52063939616,0.7,9789.86444757731,31,2.9,0.0,3.0088866828659616e-05,0.000778887504615397,0.562499999296875,0.2980189478982816,0.5912680145175885,8.64,0.26285366594880283,0.0,1.0,0.5482724801962247,0.5370681200490561,0.3197384632186429,rising prices (+9%/yr),Bahrain,Sea,"Standard sea freight; low unit value ($0.6/kg), non-perishable, long-haul route (13,986 km)"
Italy,7605,Aluminium wire,724714121.6410774,154031416.0729938,695800835.797,3.4836650756475303,9.5,0.85,A,23.61,False,0.3746696533656778,0.9999999985643221,0.7639,3880.166276347721,0.7,2716.116393443405,76,3.7,6.378,0.0007151019296157889,0.00545023531311403,0.8124999989843749,0.02583979317037129,0.2091230839717321,9.5,0.28901734103166976,0.5714285710204083,0.9833720670391495,0.8779456053115385,0.8128352280006873,0.3197363632134976,"rising prices (+10%/yr) | stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 6.4%, LPI 3.7)",Bahrain,Sea,"Standard sea freight; low unit value ($3.5/kg), non-perishable, long-haul route (3,880 km)"
Egypt,7216,"Iron or non-alloy steel, angles, shapes and sections",23657502.5,5914375.625,168360543.619,0.9554618588523419,6.37,0.2,D,4.91,False,0.5119379242475961,0.9999999946077964,0.9509,1945.8099807240294,0.7,1362.0669865068205,72,3.1,3.6077844311377247,2.333917176128638e-05,0.001314043579052654,0.0,0.8311800136469422,0.4361032098097549,6.37,0.1937937328812354,0.14285714275510217,0.9905942305333713,0.9410512879184344,0.6815005141572429,0.31798303066386147,"low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 3.6%, LPI 3.1)",Bahrain,Sea,"Standard sea freight; low unit value ($1.0/kg), non-perishable, long-haul route (1,946 km)"
Egypt,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",799838604.0635508,175244079.38210517,145092433.277,3.821065864504684,-0.79,0.2,D,2.37,False,0.4533232225255268,0.9999999931334355,0.9763,1945.8099807240294,1.5,2918.714971086044,19,3.1,33.05263157894737,0.0007892304917376799,0.006002229846095357,0.0,0.9405684714015138,0.3391807944011845,0.0,0.0,0.14285714275510217,0.9138292659024103,0.8685034671799248,0.6326575731202311,0.31754787340061696,low GCC penetration (high entry room) | proximity advantage (1.5x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($3.8/kg), non-perishable, long-haul route (1,946 km)"
Indonesia,3102,"Fertilizers; mineral or chemical, nitrogenous",2091664507.2,522916126.8,290410151.785,0.6283533987347913,8.64,0.65,B,17.29,False,0.514566214951298,0.999999996974898,0.8271,7032.42596455073,0.7,4922.698175185511,31,3.0,2.0833333333333335,0.002063930744217176,0.000778887504615397,0.562499999296875,0.2980189478982816,0.4404492232827325,8.64,0.26285366594880283,0.07142857137755108,0.9945685909373202,0.7751075191594152,0.6166043161469248,0.31709547397918475,rising prices (+9%/yr),Bahrain,Sea,"Standard sea freight; low unit value ($0.6/kg), non-perishable, long-haul route (7,032 km)"
Saudi Arabia,7601,Aluminium; unwrought,2505902734.0,626475683.5,3322847715.282,2.637248948807116,6.35,0.65,B,21.66,False,0.6150747634954938,0.9999999997450781,0.7834,424.8124705672246,0.7,297.36872939705717,76,3.4,4.801974286720676,0.002472677442209998,0.004065481364477163,0.562499999296875,0.10981912097407774,0.6066452629777566,6.35,0.19318527532116872,0.3571428568877551,0.987480886403368,0.9906717153128024,0.7676602833002621,0.3169757041627065,"proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.4)",Bahrain,Land,Land-eligible destination (Saudi Arabia); road corridor available
Kuwait,7614,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",410730.3442507674,46114.77834960611,269927728.012,4.5488439716405935,10.66,0.4,C,14.44,False,0.6347220048589619,0.9999999962667923,0.8556,434.1519589232179,0.7,303.9063712462525,76,3.2,4.801974286720676,4.005805282718212e-07,0.007192889588543681,0.2499999996875,0.42075796545754546,0.6391329841998459,10.66,0.3243078795155368,0.21428571413265327,0.987480886403368,0.9903670275005119,0.7175841113829038,0.3159353469582255,"rising prices (+11%/yr) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.2)",Bahrain,Land,Land-eligible destination (Kuwait); road corridor available
Jordan,7614,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",12149273.63733508,1656654.7913698566,269927728.012,4.5488439716405935,10.66,0.4,C,14.44,False,0.7101524145417764,0.9999999962667923,0.8556,1563.2303607054416,0.7,1094.261252493809,76,2.9,4.214285714285714,1.1983506728394309e-05,0.007192889588543681,0.2499999996875,0.42075796545754546,0.7638610351312001,10.66,0.3243078795155368,0.0,0.9890130353817791,0.9535324156855273,0.6339883180740935,0.3158716787865894,rising prices (+11%/yr) | proximity advantage (0.7x sensitivity) | ML growth signal (71%),Bahrain,Land,Land-eligible destination (Jordan); road corridor available
Viet Nam,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",19879127.228865705,4313043.169858789,155794015.5,0.42276043526762186,6.33,0.85,A,24.21,False,0.5916940645639347,0.9999999934141867,0.7579,5616.376993006056,0.7,3931.463895104239,29,2.9,0.855012987012987,1.961088616151354e-05,0.000442533247004713,0.8124999989843749,0.0,0.5679840781928809,6.33,0.19257681776110205,0.0,0.9977709158625417,0.8213041465109998,0.6044344029727666,0.31577675264374183,stable market (A grade),Bahrain,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (5,616 km)"
Morocco,3102,"Fertilizers; mineral or chemical, nitrogenous",12229966.888,3057491.722,290410151.785,0.6283533987347913,8.64,0.65,B,17.29,False,0.5195280274475156,0.999999996974898,0.8271,5526.290499616512,0.7,3868.4033497315577,31,2.9,2.5,1.2063130233965942e-05,0.000778887504615397,0.562499999296875,0.2980189478982816,0.4486538347165355,8.64,0.26285366594880283,0.0,0.9934823091247842,0.8242430930080183,0.6034536969019183,0.3154303753323183,rising prices (+9%/yr),Bahrain,Sea,"Standard sea freight; low unit value ($0.6/kg), non-perishable, long-haul route (5,526 km)"
Lebanon,7308,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",149300189.29443303,31784526.969957404,404510786.177,2.207281158230507,6.39,0.2,D,2.98,False,0.43293337554681266,0.9999999974631608,0.9702,1685.1100298208726,0.7,1179.5770208746108,73,2.9,5.4554838709677425,0.0001473162217571243,0.003362045339445131,0.0,0.9142980150116363,0.30546513670904546,6.39,0.19440219044130205,0.0,0.9857771370217226,0.9495562610687006,0.6316999200758643,0.31426534262705097,low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($2.2/kg), non-perishable, long-haul route (1,685 km)"
Lebanon,3920,"Plastics; plates, sheets, film, foil and strip (not self-adhesive); non-cellular and not reinforced, laminated, supported or similarly combined with other materials, n.e.c. in chapter 39",134755231.48196936,31624807.848914392,108905044.693,1.9131854337591165,2.24,0.2,D,2.73,False,0.44792116438246976,0.9999999923515143,0.9727,1685.1100298208726,1.25,2106.387537276091,39,2.9,2.777751937984496,0.00013296408548950782,0.0028808987700157398,0.0,0.9250645954992912,0.33024821421191275,2.24,0.0681472467274674,0.0,0.9927581886160742,0.9063621132147559,0.6236938037501187,0.31387113242066483,low GCC penetration (high entry room) | proximity advantage (1.2x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($1.9/kg), non-perishable, long-haul route (1,685 km)"
Tunisia,7308,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",570186100.0347108,129607004.39400244,404510786.177,2.207281158230507,6.39,0.2,D,2.98,False,0.45142981961493217,0.9999999974631608,0.9702,3976.663786976152,0.7,2783.6646508833064,73,2.9,10.916612903225808,0.0005626224757833889,0.003362045339445131,0.0,0.9142980150116363,0.3360499555835341,6.39,0.19440219044130205,0.0,0.9715395566769529,0.8747975082976377,0.6073151997451907,0.3137699430284054,low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($2.2/kg), non-perishable, long-haul route (3,977 km)"
Brazil,7614,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",180850084.36397874,33642180.7875985,269927728.012,4.5488439716405935,10.66,0.65,B,14.44,False,0.3307070613763362,0.9999999962667923,0.8556,11606.422707253121,0.7,8124.495895077184,76,3.2,11.338285714285714,0.00017844786195199015,0.007192889588543681,0.562499999296875,0.42075796545754546,0.13642868345371076,10.66,0.3243078795155368,0.21428571413265327,0.9704402234637642,0.6258872398639275,0.6196478992979162,0.31351899681309475,rising prices (+11%/yr),Bahrain,Sea,"Standard sea freight; low unit value ($4.5/kg), non-perishable, long-haul route (11,606 km)"
Tunisia,3920,"Plastics; plates, sheets, film, foil and strip (not self-adhesive); non-cellular and not reinforced, laminated, supported or similarly combined with other materials, n.e.c. in chapter 39",273883314.8,68470828.7,108905044.693,1.9131854337591165,2.24,0.2,D,2.73,False,0.4778417570044985,0.9999999923515143,0.9727,3976.663786976152,1.25,4970.82973372019,39,2.9,9.659841269841271,0.0002702477569981057,0.0028808987700157398,0.0,0.9250645954992912,0.3797234486186929,2.24,0.0681472467274674,0.0,0.974816056279809,0.7728643404092863,0.5831425076142452,0.31277028235883897,low GCC penetration (high entry room),Bahrain,Sea,"Standard sea freight; low unit value ($1.9/kg), non-perishable, long-haul route (3,977 km)"
Lebanon,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",164153104.2904662,34126377.391781494,145092433.277,3.821065864504684,-0.79,0.2,D,2.37,False,0.4436920066567945,0.9999999931334355,0.9763,1685.1100298208726,1.5,2527.6650447313086,19,2.9,11.18421052631579,0.00016197223264027206,0.006002229846095357,0.0,0.9405684714015138,0.32325508501610334,0.0,0.0,0.0,0.9708419092424557,0.886728409644781,0.6100188661081776,0.3124026818455265,low GCC penetration (high entry room) | proximity advantage (1.5x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($3.8/kg), non-perishable, long-haul route (1,685 km)"
India,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",13500931786.420063,2886063813.1727204,155794015.5,0.42276043526762186,6.33,0.85,A,24.21,False,0.4200143605923191,0.9999999934141867,0.7579,2632.450908574484,0.7,1842.7156360021386,29,3.4,6.953048780487805,0.013321946120838497,0.000442533247004713,0.8124999989843749,0.0,0.28410288291773245,6.33,0.19257681776110205,0.3571428568877551,0.9818728709633937,0.9186505830659376,0.7474117940625562,0.31216082558836467,"stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 7.0%, LPI 3.4)",Bahrain,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (2,632 km)"
Italy,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",439725156.0,109931289.0,155794015.5,0.42276043526762186,6.33,0.85,A,24.21,False,0.36784545129704915,0.9999999934141867,0.7579,3880.166276347721,0.7,2716.116393443405,29,3.7,4.501151960784314,0.0004338910438652026,0.000442533247004713,0.8124999989843749,0.0,0.19783891586551414,6.33,0.19257681776110205,0.5714285710204083,0.9882651531748946,0.8779456053115385,0.8147924624549855,0.3104195153727639,"stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.5%, LPI 3.7)",Bahrain,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (3,880 km)"
Oman,7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or the like; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",1194351.104,298587.776,106864214.712,0.36096150433910373,7.68,0.4,C,15.24,False,0.6408529195984214,0.999999988925011,0.8476,856.2098715748632,0.7,599.3469101024042,72,3.3,4.801974286720676,1.1738128793768095e-06,0.000341428942737437,0.2499999996875,0.3863049078970504,0.6492707661513777,7.68,0.23364770306560248,0.285714285510204,0.987480886403368,0.9765979753678818,0.739141848331889,0.3100929599530108,"proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.3)",Bahrain,Land,Land-eligible destination (Oman); road corridor available
Lebanon,7216,"Iron or non-alloy steel, angles, shapes and sections",3230888.14217827,682036.9654889505,168360543.619,0.9554618588523419,6.37,0.2,D,4.91,False,0.504610155928588,0.9999999946077964,0.9509,1685.1100298208726,0.7,1179.5770208746108,72,2.9,2.0548502994011977,3.183351680578171e-06,0.001314043579052654,0.0,0.8311800136469422,0.42398636908265713,6.37,0.1937937328812354,0.0,0.9946428483814633,0.9495562610687006,0.6352462046197606,0.3098281612055091,low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($1.0/kg), non-perishable, long-haul route (1,685 km)"
Australia,7605,Aluminium wire,731974.868,182993.717,695800835.797,3.4836650756475303,9.5,0.85,A,23.61,False,0.370297434576489,0.9999999985643221,0.7639,12376.75301054904,0.7,8663.727107384328,76,3.7,4.142857142857143,7.175663345918466e-07,0.00545023531311403,0.8124999989843749,0.02583979317037129,0.20189339597037934,9.5,0.28901734103166976,0.5714285710204083,0.989199255121071,0.6007562855861417,0.7458687733021068,0.3087898301177549,"rising prices (+10%/yr) | stable market (A grade) | low landing cost (tariff 4.1%, LPI 3.7)",Bahrain,Sea,"Standard sea freight; low unit value ($3.5/kg), non-perishable, long-haul route (12,377 km)"
Malaysia,7605,Aluminium wire,1887141845.3557186,386892557.8820486,695800835.797,3.4836650756475303,9.5,0.85,A,23.61,False,0.35697879159790735,0.9999999985643221,0.7639,6009.598104281236,0.7,4206.718672996865,76,3.6,19.785714285714285,0.001862119425789737,0.00545023531311403,0.8124999989843749,0.02583979317037129,0.1798703367459306,9.5,0.28901734103166976,0.4999999996428573,0.9484171322161494,0.8084758548986413,0.7564858164861201,0.30864543113777587,"rising prices (+10%/yr) | stable market (A grade) | low landing cost (tariff 19.8%, LPI 3.6)",Bahrain,Sea,"Standard sea freight; low unit value ($3.5/kg), non-perishable, long-haul route (6,010 km)"
Mexico,7614,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",405009954.0661144,89974573.73923104,269927728.012,4.5488439716405935,10.66,0.65,B,14.44,False,0.36383524800142164,0.9999999962667923,0.8556,13985.52063939616,0.7,9789.86444757731,76,2.9,4.793714285714286,0.0003996360590699902,0.007192889588543681,0.562499999296875,0.42075796545754546,0.19120783904907637,10.66,0.3243078795155368,0.0,0.9875024208566434,0.5482724801962247,0.5320690883917136,0.30591538778598043,rising prices (+11%/yr),Bahrain,Sea,"Standard sea freight; low unit value ($4.5/kg), non-perishable, long-haul route (13,986 km)"
Tunisia,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",284625379.06858766,60901980.26086496,145092433.277,3.821065864504684,-0.79,0.2,D,2.37,False,0.46242498248446456,0.9999999931334355,0.9763,3976.663786976152,1.5,5964.995680464228,19,2.9,36.0,0.0002808474144303296,0.006002229846095357,0.0,0.9405684714015138,0.3542310212857667,0.0,0.0,0.0,0.9061452513968927,0.7265310822782176,0.5440908711283114,0.3056407950209604,low GCC penetration (high entry room),Bahrain,Air,"Perishable commodity (HS2 19) on long-haul route (3,977 km > 3,000 km threshold)"
Egypt,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",1218221479.4426236,227119598.57337716,375426597.383,4.2492713680791345,4.47,0.2,D,4.23,False,0.4128726449262189,0.9999999977116256,0.9577,1945.8099807240294,0.7,1362.0669865068205,76,3.1,16.79057142857143,0.001202066892977167,0.006702782733853078,0.0,0.860465112573363,0.27229368979410623,4.47,0.13599026467490144,0.14285714275510217,0.9562256983241365,0.9410512879184344,0.667753101273549,0.3043347761399766,"low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 16.8%, LPI 3.1)",Bahrain,Sea,"Standard sea freight; low unit value ($4.2/kg), non-perishable, long-haul route (1,946 km)"
Tunisia,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",30793924.404768243,4534389.706704743,375426597.383,4.2492713680791345,4.47,0.2,D,4.23,False,0.4609694410958461,0.9999999977116256,0.9577,3976.663786976152,0.7,2783.6646508833064,76,2.9,8.0,3.0380986592311208e-05,0.006702782733853078,0.0,0.860465112573363,0.35182420895085165,4.47,0.13599026467490144,0.0,0.9791433891993095,0.8747975082976377,0.6103567327541333,0.30338545130114264,low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($4.2/kg), non-perishable, long-haul route (3,977 km)"
South Africa,7614,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",14732806.971486965,3200882.250035619,269927728.012,4.5488439716405935,10.66,0.4,C,14.44,False,0.4859880699104537,0.9999999962667923,0.8556,6254.770431835424,0.7,4378.339302284796,76,3.7,6.952285714285714,1.4532790331809369e-05,0.007192889588543681,0.2499999996875,0.42075796545754546,0.3931937948001511,10.66,0.3243078795155368,0.5714285710204083,0.9818748603352427,0.8004774488544022,0.7928693062048406,0.3026377402939974,"rising prices (+11%/yr) | low landing cost (tariff 7.0%, LPI 3.7)",Bahrain,Sea,"Standard sea freight; low unit value ($4.5/kg), non-perishable, long-haul route (6,255 km)"
Brazil,3102,"Fertilizers; mineral or chemical, nitrogenous",220831475.15882224,50355616.71311632,290410151.785,0.6283533987347913,8.64,0.65,B,17.29,False,0.41574006052296053,0.999999996974898,0.8271,11606.422707253121,0.7,8124.495895077184,31,3.2,1.8054166666666667,0.00021789922209032708,0.000778887504615397,0.562499999296875,0.2980189478982816,0.27703510854147434,8.64,0.26285366594880283,0.21428571413265327,0.9952931409062816,0.6258872398639275,0.6295890662749232,0.302240267143727,rising prices (+9%/yr),Bahrain,Sea,"Standard sea freight; low unit value ($0.6/kg), non-perishable, long-haul route (11,606 km)"
